statute,description,subject_no,trr_id
9-76-210(A),BROKEN/INOPERABLE LAMPS,19532728,104777
625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19532728,104778
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532728,104778
9-76-210(A),BROKEN/INOPERABLE LAMPS,19532728,104778
720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,19532817,104779
720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,19532817,104780
720 ILCS 5.0/18-2-A-1,ROBBERY - ARMED - OTHER DANGEROUS WEAPON,19532850,104781
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532850,104781
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19532961,104783
720 ILCS 5.0/12-2-B-1,AGG ASSAULT HANDICAPPED/60+,19532961,104783
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19532961,104783
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19532961,104783
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19533007,104784
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19533007,104784
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19533125,104787
720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19533125,104787
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19533192,104788
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19533192,104789
720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,19533300,104791
720 ILCS 570.0/401-A-7.5-A-II,MFG 15>200 PILLS ECSTASY/ANLG,19533300,104791
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19533300,104791
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19533245,104792
720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,19533245,104792
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533245,104792
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19533245,104792
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19533245,104792
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19533286,104793
625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19533286,104793
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19533286,104793
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19533286,104793
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19533286,104793
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19533286,104793
9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19533286,104793
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533324,104794
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19533324,104794
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19533347,104795
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19533347,104795
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19533347,104795
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533347,104795
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19533347,104796
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19533347,104796
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19533347,104796
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533347,104796
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19533332,104797
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533332,104797
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19533332,104798
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533332,104798
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533468,104800
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533468,104801
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,19533482,104802
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533482,104802
720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19533482,104802
720 ILCS 570.0/401-A-7.5-A-II,MFG 15>200 PILLS ECSTASY/ANLG,19533482,104802
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19533482,104802
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19533482,104802
720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,19533703,104804
720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/<21            ,19533703,104804
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19533689,104805
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19533689,104805
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19533689,104805
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533689,104805
9-16-010(B),DISOBEY TURN SIGNAL INDICATOR,19533689,104805
9-76-050(B),HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,19533689,104805
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19533739,104806
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533739,104806
625 ILCS 5.0/11-501-A-5,IVC - DUI ALC/INTOX COMPOUND/DRUG,19533772,104807
625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19533772,104807
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533772,104807
9-24-010(B),STOP AT STOP SIGN,19533772,104807
625 ILCS 5.0/11-501-A-5,IVC - DUI ALC/INTOX COMPOUND/DRUG,19533772,104808
625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19533772,104808
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19533772,104808
9-24-010(B),STOP AT STOP SIGN,19533772,104808
625 ILCS 5.0/11-501-A-3,IVC - DUI INTOXICATING COMPOUND,19533933,104809
625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19533933,104809
625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19533933,104809
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19533933,104809
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19533933,104809
9-20-010(B),ONE WAY STREET/ALLEY SIGNS POSTED,19533933,104809
9-40-140,NEGLIGENT DRIVING,19533933,104809
625 ILCS 5.0/11-501-A-3,IVC - DUI INTOXICATING COMPOUND,19533933,104810
625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19533933,104810
625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19533933,104810
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19533933,104810
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19533933,104810
9-20-010(B),ONE WAY STREET/ALLEY SIGNS POSTED,19533933,104810
9-40-140,NEGLIGENT DRIVING,19533933,104810
625 ILCS 5.0/11-501-A-3,IVC - DUI INTOXICATING COMPOUND,19533933,104811
625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19533933,104811
625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19533933,104811
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19533933,104811
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19533933,104811
9-20-010(B),ONE WAY STREET/ALLEY SIGNS POSTED,19533933,104811
9-40-140,NEGLIGENT DRIVING,19533933,104811
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19534117,104814
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534117,104814
720 ILCS 570.0/402-A-7.5-A-II,PCS - POSSESSION - 15>200 PILLS ECSTACY/ANALOG,19534117,104814
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19534117,104814
720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19534140,104815
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19534140,104815
720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,19534140,104815
720 ILCS 570.0/402-A-7.5-A-II,PCS - POSSESSION - 15>200 PILLS ECSTACY/ANALOG,19534140,104815
625 ILCS 5.0/11-204.1-A-1,IVC - AGG FLEEING/POLICE/21 MPH,19534066,104816
9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19534066,104816
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534160,104817
9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19534160,104817
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19534232,104819
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19534232,104819
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19534232,104820
720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19534232,104820
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534242,104822
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534242,104822
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534242,104823
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534242,104823
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534287,104824
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534287,104824
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19534287,104824
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534287,104824
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534287,104824
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534287,104825
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534287,104825
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19534287,104825
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534287,104825
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534287,104825
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534287,104826
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534287,104826
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19534287,104826
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534287,104826
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534287,104826
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534287,104827
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534287,104827
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19534287,104827
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534287,104827
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534287,104827
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534287,104828
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534287,104828
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19534287,104828
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534287,104828
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534287,104828
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534287,104830
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534287,104830
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19534287,104830
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534287,104830
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534287,104830
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534287,104831
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534287,104831
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19534287,104831
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534287,104831
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534287,104831
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19534500,104836
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534500,104836
625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19534514,104837
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19534514,104837
625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19534514,104837
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19534514,104837
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19534514,104837
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534514,104837
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19534500,104839
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534500,104839
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534538,104840
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19534538,104840
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19534538,104840
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534538,104840
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19534538,104840
720 ILCS 5.0/33A-2-B,ARMED VIOLENCE/CATEGORY I/II,19534538,104840
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19534538,104840
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19534538,104840
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19534538,104840
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534538,104841
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19534538,104841
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19534538,104841
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534538,104841
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19534538,104841
720 ILCS 5.0/33A-2-B,ARMED VIOLENCE/CATEGORY I/II,19534538,104841
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19534538,104841
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19534538,104841
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19534538,104841
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19534538,104842
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19534538,104842
720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19534538,104842
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534538,104842
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19534538,104842
720 ILCS 5.0/33A-2-B,ARMED VIOLENCE/CATEGORY I/II,19534538,104842
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19534538,104842
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19534538,104842
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19534538,104842
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534659,104843
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19534659,104843
10-36-110,PUB PARK/PLAYGND/BEACH - HOURS,19534673,104844
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534673,104844
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19534673,104844
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534809,104845
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19534809,104845
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19534809,104845
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19534809,104845
9-52-020,RIDING BICYCLE ON SIDEWALK,19534809,104845
4-144-190,REPLICA FIREARMS/PELLET GUNS,19534964,104848
720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19534964,104848
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534964,104848
4-144-190,REPLICA FIREARMS/PELLET GUNS,19534964,104849
720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19534964,104849
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534964,104849
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534980,104850
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19534980,104850
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534980,104850
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19534980,104851
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19534980,104851
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19534980,104851
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19535008,104852
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19535008,104852
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19535027,104855
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19535027,104855
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19535027,104856
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19535027,104856
720 ILCS 5.0/12-3.05-D-2,AGG BTRY/PREGNANT/HANDICAPPED,19535071,104857
720 ILCS 5.0/12-3.05-F-1,AGG BATTERY/USE DEADLY WEAPON,19535071,104857
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19535071,104857
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - OTHER PRIOR,19535071,104857
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19535064,104858
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19535064,104858
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19535064,104859
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19535064,104859
625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19535115,104861
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19535115,104861
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535115,104861
625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19535115,104862
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19535115,104862
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535115,104862
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19535178,104864
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19535243,104865
720 ILCS 5.0/24-5-B,POSS FIREARM W/DEFACED SERIAL NUMBER,19535243,104865
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535243,104865
720 ILCS 570.0/407-B-1,MFG/DEL COCAINE/SCH/PUB HS/PK,19535243,104865
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19535248,104866
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19535300,104867
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19535300,104867
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19535300,104867
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19535300,104868
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19535300,104868
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19535300,104868
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19535438,104869
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19535438,104869
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535438,104869
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19535438,104869
8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,19535438,104869
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19535438,104870
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19535438,104870
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535438,104870
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19535438,104870
8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,19535438,104870
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19535068,104871
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19535068,104871
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19535068,104871
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19535068,104872
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19535068,104872
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19535068,104872
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535477,104873
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19535477,104873
720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,19535477,104873
8-4-025(B)(2),PANHANDLE PROHIBIT MANNER,19535477,104873
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535477,104875
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19535477,104875
720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,19535477,104875
8-4-025(B)(2),PANHANDLE PROHIBIT MANNER,19535477,104875
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19535524,104877
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19535524,104877
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535524,104877
10-8-526,CTA - WEAPONS ON (98-126-1.15),19535516,104878
430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,19535516,104878
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19535524,104879
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19535524,104879
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535524,104879
10-8-526,CTA - WEAPONS ON (98-126-1.15),19535516,104880
430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,19535516,104880
10-8-515,SOLICITING UNLAWFUL BUSINESS,19535825,104881
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535825,104881
720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19535825,104881
10-8-515,SOLICITING UNLAWFUL BUSINESS,19535825,104882
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19535825,104882
720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19535825,104882
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19535931,104883
625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19535931,104883
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19535931,104883
720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,19535931,104883
720 ILCS 5.0/25-5-A-4,STREETGANG CONTACT/PAROLE,19535931,104883
720 ILCS 570.0/401-C-2,PCS - MFG/DEL1<15 GR COCAINE/ANLG,19535931,104883
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19535931,104883
9-24-010(B),STOP AT STOP SIGN,19535931,104883
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19535974,104884
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19535974,104884
